Family,ID,Control Name,NIST Control Description
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-1,Policy and Procedures,"a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:
 1. [Selection (one or more): Organization-level; Mission/business process-level; System-level] physical and environmental protection policy that:
 (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
 (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and
 2. Procedures to facilitate the implementation of the physical and environmental protection policy and the associated physical and environmental protection controls;
 b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the physical and environmental protection policy and procedures; and
 c. Review and update the current physical and environmental protection:
 1. Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and
 2. Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]."
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-2,Physical Access Authorizations,"a. Develop, approve, and maintain a list of individuals with authorized access to the facility where the system resides;
 b. Issue authorization credentials for facility access;
 c. Review the access list detailing authorized facility access by individuals [Assignment: organization-defined frequency]; and
 d. Remove individuals from the facility access list when access is no longer required."
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3,Physical Access Control,"a. Enforce physical access authorizations at [Assignment: organization-defined entry and exit points to the facility where the system resides] by:
 1. Verifying individual access authorizations before granting access to the facility; and
 2. Controlling ingress and egress to the facility using [Selection (one or more): [Assignment: organization-defined physical access control systems or devices]; guards];
 b. Maintain physical access audit logs for [Assignment: organization-defined entry or exit points];
 c. Control access to areas within the facility designated as publicly accessible by implementing the following controls: [Assignment: organization-defined physical access controls];
 d. Escort visitors and control visitor activity [Assignment: organization-defined circumstances requiring visitor escorts and control of visitor activity];
 e. Secure keys, combinations, and other physical access devices;
 f. Inventory [Assignment: organization-defined physical access devices] every [Assignment: organization-defined frequency]; and
 g. Change combinations and keys [Assignment: organization-defined frequency] and/or when keys are lost, combinations are compromised, or when individuals possessing the keys or combinations are transferred or terminated."
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-4,Access Control for Transmission,Control physical access to [Assignment: organization-defined system distribution and transmission lines] within organizational facilities using [Assignment: organization-defined security controls].
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-5,Access Control for Output Devices,Control physical access to output from [Assignment: organization-defined output devices] to prevent unauthorized individuals from obtaining the output.
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6,Monitoring Physical Access,"a. Monitor physical access to the facility where the system resides to detect and respond to physical security incidents;
 b. Review physical access logs [Assignment: organization-defined frequency] and upon occurrence of [Assignment: organization-defined events or potential indications of events]; and
 c. Coordinate results of reviews and investigations with the organizational incident response capability."
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6 (1),Monitoring Physical Access | Intrusion Alarms and Surveillance Equipment,Monitor physical access to the facility where the system resides using physical intrusion alarms and surveillance equipment.
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-8,Visitor Access Records,"a. Maintain visitor access records to the facility where the system resides for [Assignment: organization-defined time period];
 b. Review visitor access records [Assignment: organization-defined frequency]; and
 c. Report anomalies in visitor access records to [Assignment: organization-defined personnel]."
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-9,Power Equipment and Cabling,Protect power equipment and power cabling for the system from damage and destruction.
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-10,Emergency Shutoff,"a. Provide the capability of shutting off power to [Assignment: organization-defined system or individual system components] in emergency situations;
 b. Place emergency shutoff switches or devices in [Assignment: organization-defined location by system or system component] to facilitate access for authorized personnel; and
 c. Protect emergency power shutoff capability from unauthorized activation."
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-11,Emergency Power,Provide an uninterruptible power supply to facilitate [Selection (one or more): an orderly shutdown of the system; transition of the system to long-term alternate power] in the event of a primary power source loss.
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-12,Emergency Lighting,Employ and maintain automatic emergency lighting for the system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility.
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-13,Fire Protection,Employ and maintain fire detection and suppression systems that are supported by an independent energy source.
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-13 (1),Fire Protection | Detection Systems — Automatic Activation and Notification,Employ fire detection systems that activate automatically and notify [Assignment: organization-defined personnel or roles] and [Assignment: organization-defined emergency responders] in the event of a fire.
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-13 (2),Fire Protection | Suppression Systems — Automatic Activation and Notification," (a) Employ fire suppression systems that activate automatically and notify [Assignment: organization-defined personnel or roles] and [Assignment: organization-defined emergency responders]; and
 (b) Employ an automatic fire suppression capability when the facility is not staffed on a continuous basis."
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-14,Environmental Controls,"a. Maintain [Selection (one or more): temperature; humidity; pressure; radiation; [Assignment: organization-defined environmental control]] levels within the facility where the system resides at [Assignment: organization-defined acceptable levels]; and
 b. Monitor environmental control levels [Assignment: organization-defined frequency]."
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-15,Water Damage Protection,"Protect the system from damage resulting from water leakage by providing master shutoff or isolation valves that are accessible, working properly, and known to key personnel."
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-16,Delivery and Removal,"a. Authorize and control [Assignment: organization-defined types of system components] entering and exiting the facility; and
 b. Maintain records of the system components."
PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-17,Alternate Work Site,"a. Determine and document the [Assignment: organization-defined alternate work sites] allowed for use by employees;
 b. Employ the following controls at alternate work sites: [Assignment: organization-defined controls];
 c. Assess the effectiveness of controls at alternate work sites; and
 d. Provide a means for employees to communicate with information security and privacy personnel in case of incidents."
PLANNING,PL-1,Policy and Procedures,"a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:
 1. [Selection (one or more): Organization-level; Mission/business process-level; System-level] planning policy that:
 (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
 (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and
 2. Procedures to facilitate the implementation of the planning policy and the associated planning controls;
 b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the planning policy and procedures; and
 c. Review and update the current planning:
 1. Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and
 2. Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]."
PLANNING,PL-2,System Security and Privacy Plans,"a. Develop security and privacy plans for the system that:
 1. Are consistent with the organization’s enterprise architecture;
 2. Explicitly define the constituent system components;
 3. Describe the operational context of the system in terms of mission and business processes;
 4. Identify the individuals that fulfill system roles and responsibilities;
 5. Identify the information types processed, stored, and transmitted by the system;
 6. Provide the security categorization of the system, including supporting rationale;
 7. Describe any specific threats to the system that are of concern to the organization; 
 8. Provide the results of a privacy risk assessment for systems processing personally identifiable information;
 9. Describe the operational environment for the system and any dependencies on or connections to other systems or system components;
 10. Provide an overview of the security and privacy requirements for the system;
 11. Identify any relevant control baselines or overlays, if applicable;
 12. Describe the controls in place or planned for meeting the security and privacy requirements, including a rationale for any tailoring decisions;
 13. Include risk determinations for security and privacy architecture and design decisions;
 14. Include security- and privacy-related activities affecting the system that require planning and coordination with [Assignment: organization-defined individuals or groups]; and
 15. Are reviewed and approved by the authorizing official or designated representative prior to plan implementation.
 b. Distribute copies of the plans and communicate subsequent changes to the plans to [Assignment: organization-defined personnel or roles];
 c. Review the plans [Assignment: organization-defined frequency]; 
 d. Update the plans to address changes to the system and environment of operation or problems identified during plan implementation or control assessments; and
 e. Protect the plans from unauthorized disclosure and modification."
PLANNING,PL-4,Rules of Behavior,"a. Establish and provide to individuals requiring access to the system, the rules that describe their responsibilities and expected behavior for information and system usage, security, and privacy;
 b. Receive a documented acknowledgment from such individuals, indicating that they have read, understand, and agree to abide by the rules of behavior, before authorizing access to information and the system;
 c. Review and update the rules of behavior [Assignment: organization-defined frequency]; and
 d. Require individuals who have acknowledged a previous version of the rules of behavior to read and re-acknowledge [Selection (one or more): [Assignment: organization-defined frequency]; when the rules are revised or updated]."
PLANNING,PL-4 (1),Rules of Behavior | Social Media and External Site/application Usage Restrictions,"Include in the rules of behavior, restrictions on:
 (a) Use of social media, social networking sites, and external sites/applications;
 (b) Posting organizational information on public websites; and
 (c) Use of organization-provided identifiers (e.g., email addresses) and authentication secrets (e.g., passwords) for creating accounts on external sites/applications."
PLANNING,PL-8,Security and Privacy Architectures,"a. Develop security and privacy architectures for the system that:
 1. Describe the requirements and approach to be taken for protecting the confidentiality, integrity, and availability of organizational information;
 2. Describe the requirements and approach to be taken for processing personally identifiable information to minimize privacy risk to individuals;
 3. Describe how the architectures are integrated into and support the enterprise architecture; and
 4. Describe any assumptions about, and dependencies on, external systems and services;
 b. Review and update the architectures [Assignment: organization-defined frequency] to reflect changes in the enterprise architecture; and
 c. Reflect planned architecture changes in security and privacy plans, Concept of Operations (CONOPS), criticality analysis, organizational procedures, and procurements and acquisitions."
PLANNING,PL-10,Baseline Selection,Select a control baseline for the system.
PLANNING,PL-11,Baseline Tailoring,Tailor the selected control baseline by applying specified tailoring actions.
PERSONNEL SECURITY,PS-1,Policy and Procedures,"a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:
 1. [Selection (one or more): Organization-level; Mission/business process-level; System-level] personnel security policy that:
 (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
 (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and
 2. Procedures to facilitate the implementation of the personnel security policy and the associated personnel security controls;
 b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the personnel security policy and procedures; and
 c. Review and update the current personnel security:
 1. Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and
 2. Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]."
PERSONNEL SECURITY,PS-2,Position Risk Designation,"a. Assign a risk designation to all organizational positions;
 b. Establish screening criteria for individuals filling those positions; and
 c. Review and update position risk designations [Assignment: organization-defined frequency]."
PERSONNEL SECURITY,PS-3,Personnel Screening,"a. Screen individuals prior to authorizing access to the system; and
 b. Rescreen individuals in accordance with [Assignment: organization-defined conditions requiring rescreening and, where rescreening is so indicated, the frequency of rescreening]."
PERSONNEL SECURITY,PS-3 (3),Personnel Screening | Information Requiring Special Protective Measures,"Verify that individuals accessing a system processing, storing, or transmitting information requiring special protection:
 (a) Have valid access authorizations that are demonstrated by assigned official government duties; and
 (b) Satisfy [Assignment: organization-defined additional personnel screening criteria]."
PERSONNEL SECURITY,PS-4,Personnel Termination,"Upon termination of individual employment:
 a. Disable system access within [Assignment: organization-defined time period];
 b. Terminate or revoke any authenticators and credentials associated with the individual;
 c. Conduct exit interviews that include a discussion of [Assignment: organization-defined information security topics];
 d. Retrieve all security-related organizational system-related property; and
 e. Retain access to organizational information and systems formerly controlled by terminated individual."
PERSONNEL SECURITY,PS-5,Personnel Transfer,"a. Review and confirm ongoing operational need for current logical and physical access authorizations to systems and facilities when individuals are reassigned or transferred to other positions within the organization;
 b. Initiate [Assignment: organization-defined transfer or reassignment actions] within [Assignment: organization-defined time period following the formal transfer action];
 c. Modify access authorization as needed to correspond with any changes in operational need due to reassignment or transfer; and
 d. Notify [Assignment: organization-defined personnel or roles] within [Assignment: organization-defined time period]."
PERSONNEL SECURITY,PS-6,Access Agreements,"a. Develop and document access agreements for organizational systems;
 b. Review and update the access agreements [Assignment: organization-defined frequency]; and
 c. Verify that individuals requiring access to organizational information and systems: 
 1. Sign appropriate access agreements prior to being granted access; and
 2. Re-sign access agreements to maintain access to organizational systems when access agreements have been updated or [Assignment: organization-defined frequency]."
PERSONNEL SECURITY,PS-7,External Personnel Security,"a. Establish personnel security requirements, including security roles and responsibilities for external providers;
 b. Require external providers to comply with personnel security policies and procedures established by the organization;
 c. Document personnel security requirements;
 d. Require external providers to notify [Assignment: organization-defined personnel or roles] of any personnel transfers or terminations of external personnel who possess organizational credentials and/or badges, or who have system privileges within [Assignment: organization-defined time period]; and
 e. Monitor provider compliance with personnel security requirements."
PERSONNEL SECURITY,PS-8,Personnel Sanctions,"a. Employ a formal sanctions process for individuals failing to comply with established information security and privacy policies and procedures; and
 b. Notify [Assignment: organization-defined personnel or roles] within [Assignment: organization-defined time period] when a formal employee sanctions process is initiated, identifying the individual sanctioned and the reason for the sanction."
PERSONNEL SECURITY,PS-9,Position Descriptions,Incorporate security and privacy roles and responsibilities into organizational position descriptions.
RISK ASSESSMENT,RA-1,Policy and Procedures,"a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:
 1. [Selection (one or more): Organization-level; Mission/business process-level; System-level] risk assessment policy that:
 (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
 (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and
 2. Procedures to facilitate the implementation of the risk assessment policy and the associated risk assessment controls;
 b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the risk assessment policy and procedures; and
 c. Review and update the current risk assessment:
 1. Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and
 2. Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]."
RISK ASSESSMENT,RA-2,Security Categorization,"a. Categorize the system and information it processes, stores, and transmits;
 b. Document the security categorization results, including supporting rationale, in the security plan for the system; and
 c. Verify that the authorizing official or authorizing official designated representative reviews and approves the security categorization decision."
RISK ASSESSMENT,RA-3,Risk Assessment,"a. Conduct a risk assessment, including:
 1. Identifying threats to and vulnerabilities in the system;
 2. Determining the likelihood and magnitude of harm from unauthorized access, use, disclosure, disruption, modification, or destruction of the system, the information it processes, stores, or transmits, and any related information; and
 3. Determining the likelihood and impact of adverse effects on individuals arising from the processing of personally identifiable information;
 b. Integrate risk assessment results and risk management decisions from the organization and mission or business process perspectives with system-level risk assessments;
 c. Document risk assessment results in [Selection: security and privacy plans; risk assessment report; [Assignment: organization-defined document]];
 d. Review risk assessment results [Assignment: organization-defined frequency];
 e. Disseminate risk assessment results to [Assignment: organization-defined personnel or roles]; and
 f. Update the risk assessment [Assignment: organization-defined frequency] or when there are significant changes to the system, its environment of operation, or other conditions that may impact the security or privacy state of the system."
RISK ASSESSMENT,RA-3 (1),Risk Assessment | Supply Chain Risk Assessment," (a) Assess supply chain risks associated with [Assignment: organization-defined systems, system components, and system services]; and
 (b) Update the supply chain risk assessment [Assignment: organization-defined frequency], when there are significant changes to the relevant supply chain, or when changes to the system, environments of operation, or other conditions may necessitate a change in the supply chain."
RISK ASSESSMENT,RA-5,Vulnerability Monitoring and Scanning,"a. Monitor and scan for vulnerabilities in the system and hosted applications [Assignment: organization-defined frequency and/or randomly in accordance with organization-defined process] and when new vulnerabilities potentially affecting the system are identified and reported;
 b. Employ vulnerability monitoring tools and techniques that facilitate interoperability among tools and automate parts of the vulnerability management process by using standards for:
 1. Enumerating platforms, software flaws, and improper configurations;
 2. Formatting checklists and test procedures; and
 3. Measuring vulnerability impact; 
 c. Analyze vulnerability scan reports and results from vulnerability monitoring;
 d. Remediate legitimate vulnerabilities [Assignment: organization-defined response times] in accordance with an organizational assessment of risk;
 e. Share information obtained from the vulnerability monitoring process and control assessments with [Assignment: organization-defined personnel or roles] to help eliminate similar vulnerabilities in other systems; and
 f. Employ vulnerability monitoring tools that include the capability to readily update the vulnerabilities to be scanned."
RISK ASSESSMENT,RA-5 (2),Vulnerability Monitoring and Scanning | Update Vulnerabilities to Be Scanned,Update the system vulnerabilities to be scanned [Selection (one or more): [Assignment: organization-defined frequency]; prior to a new scan; when new vulnerabilities are identified and reported].
RISK ASSESSMENT,RA-5 (3),Vulnerability Monitoring and Scanning | Breadth and Depth of Coverage,Define the breadth and depth of vulnerability scanning coverage.
RISK ASSESSMENT,RA-5 (5),Vulnerability Monitoring and Scanning | Privileged Access,Implement privileged access authorization to [Assignment: organization-defined system components] for [Assignment: organization-defined vulnerability scanning activities].
RISK ASSESSMENT,RA-5 (11),Vulnerability Monitoring and Scanning | Public Disclosure Program,Establish a public reporting channel for receiving reports of vulnerabilities in organizational systems and system components.
RISK ASSESSMENT,RA-7,Risk Response,"Respond to findings from security and privacy assessments, monitoring, and audits in accordance with organizational risk tolerance."
RISK ASSESSMENT,RA-9,Criticality Analysis,"Identify critical system components and functions by performing a criticality analysis for [Assignment: organization-defined systems, system components, or system services] at [Assignment: organization-defined decision points in the system development life cycle]."
SYSTEM AND SERVICES ACQUISITION,SA-1,Policy and Procedures,"a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:
 1. [Selection (one or more): Organization-level; Mission/business process-level; System-level] system and services acquisition policy that:
 (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
 (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and
 2. Procedures to facilitate the implementation of the system and services acquisition policy and the associated system and services acquisition controls;
 b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the system and services acquisition policy and procedures; and
 c. Review and update the current system and services acquisition:
 1. Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and
 2. Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]."
SYSTEM AND SERVICES ACQUISITION,SA-2,Allocation of Resources,"a. Determine the high-level information security and privacy requirements for the system or system service in mission and business process planning;
 b. Determine, document, and allocate the resources required to protect the system or system service as part of the organizational capital planning and investment control process; and
 c. Establish a discrete line item for information security and privacy in organizational programming and budgeting documentation."
SYSTEM AND SERVICES ACQUISITION,SA-3,System Development Life Cycle,"a. Acquire, develop, and manage the system using [Assignment: organization-defined system development life cycle] that incorporates information security and privacy considerations;
 b. Define and document information security and privacy roles and responsibilities throughout the system development life cycle;
 c. Identify individuals having information security and privacy roles and responsibilities; and
 d. Integrate the organizational information security and privacy risk management process into system development life cycle activities."
SYSTEM AND SERVICES ACQUISITION,SA-4,Acquisition Process,"Include the following requirements, descriptions, and criteria, explicitly or by reference, using [Selection (one or more): standardized contract language; [Assignment: organization-defined contract language]] in the acquisition contract for the system, system component, or system service:
 a. Security and privacy functional requirements;
 b. Strength of mechanism requirements;
 c. Security and privacy assurance requirements;
 d. Controls needed to satisfy the security and privacy requirements.
 e. Security and privacy documentation requirements;
 f. Requirements for protecting security and privacy documentation;
 g. Description of the system development environment and environment in which the system is intended to operate;
 h. Allocation of responsibility or identification of parties responsible for information security, privacy, and supply chain risk management; and
 i. Acceptance criteria."
SYSTEM AND SERVICES ACQUISITION,SA-4 (1),Acquisition Process | Functional Properties of Controls,"Require the developer of the system, system component, or system service to provide a description of the functional properties of the controls to be implemented."
SYSTEM AND SERVICES ACQUISITION,SA-4 (2),Acquisition Process | Design and Implementation Information for Controls,"Require the developer of the system, system component, or system service to provide design and implementation information for the controls that includes: [Selection (one or more): security-relevant external system interfaces; high-level design; low-level design; source code or hardware schematics; [Assignment: organization-defined design and implementation information]] at [Assignment: organization-defined level of detail]."
SYSTEM AND SERVICES ACQUISITION,SA-4 (9),"Acquisition Process | Functions, Ports, Protocols, and Services in Use","Require the developer of the system, system component, or system service to identify the functions, ports, protocols, and services intended for organizational use."
SYSTEM AND SERVICES ACQUISITION,SA-4 (10),Acquisition Process | Use of Approved PIV Products,Employ only information technology products on the FIPS 201-approved products list for Personal Identity Verification (PIV) capability implemented within organizational systems.
SYSTEM AND SERVICES ACQUISITION,SA-5,System Documentation,"a. Obtain or develop administrator documentation for the system, system component, or system service that describes:
 1. Secure configuration, installation, and operation of the system, component, or service; 
 2. Effective use and maintenance of security and privacy functions and mechanisms; and
 3. Known vulnerabilities regarding configuration and use of administrative or privileged functions;
 b. Obtain or develop user documentation for the system, system component, or system service that describes:
 1. User-accessible security and privacy functions and mechanisms and how to effectively use those functions and mechanisms;
 2. Methods for user interaction, which enables individuals to use the system, component, or service in a more secure manner and protect individual privacy; and
 3. User responsibilities in maintaining the security of the system, component, or service and privacy of individuals;
 c. Document attempts to obtain system, system component, or system service documentation when such documentation is either unavailable or nonexistent and take [Assignment: organization-defined actions] in response; and
 d. Distribute documentation to [Assignment: organization-defined personnel or roles]."
SYSTEM AND SERVICES ACQUISITION,SA-8,Security and Privacy Engineering Principles,"Apply the following systems security and privacy engineering principles in the specification, design, development, implementation, and modification of the system and system components: [Assignment: organization-defined systems security and privacy engineering principles]."
SYSTEM AND SERVICES ACQUISITION,SA-9,External System Services,"a. Require that providers of external system services comply with organizational security and privacy requirements and employ the following controls: [Assignment: organization-defined controls];
 b. Define and document organizational oversight and user roles and responsibilities with regard to external system services; and
 c. Employ the following processes, methods, and techniques to monitor control compliance by external service providers on an ongoing basis: [Assignment: organization-defined processes, methods, and techniques]."
SYSTEM AND SERVICES ACQUISITION,SA-9 (1),External System Services | Risk Assessments and Organizational Approvals," (a) Conduct an organizational assessment of risk prior to the acquisition or outsourcing of information security services; and
 (b) Verify that the acquisition or outsourcing of dedicated information security services is approved by [Assignment: organization-defined personnel or roles]."
SYSTEM AND SERVICES ACQUISITION,SA-9 (2),"External System Services | Identification of Functions, Ports, Protocols, and Services","Require providers of the following external system services to identify the functions, ports, protocols, and other services required for the use of such services: [Assignment: organization-defined external system services]."
SYSTEM AND SERVICES ACQUISITION,SA-9 (5),"External System Services | Processing, Storage, and Service Location",Restrict the location of [Selection (one or more): information processing; information or data; system services] to [Assignment: organization-defined locations] based on [Assignment: organization-defined requirements or conditions].
SYSTEM AND SERVICES ACQUISITION,SA-10,Developer Configuration Management,"Require the developer of the system, system component, or system service to:
 a. Perform configuration management during system, component, or service [Selection (one or more): design; development; implementation; operation; disposal];
 b. Document, manage, and control the integrity of changes to [Assignment: organization-defined configuration items under configuration management];
 c. Implement only organization-approved changes to the system, component, or service;
 d. Document approved changes to the system, component, or service and the potential security and privacy impacts of such changes; and
 e. Track security flaws and flaw resolution within the system, component, or service and report findings to [Assignment: organization-defined personnel]."
SYSTEM AND SERVICES ACQUISITION,SA-11,Developer Testing and Evaluation,"Require the developer of the system, system component, or system service, at all post-design stages of the system development life cycle, to:
 a. Develop and implement a plan for ongoing security and privacy control assessments;
 b. Perform [Selection (one or more): unit; integration; system; regression] testing/evaluation [Assignment: organization-defined frequency] at [Assignment: organization-defined depth and coverage];
 c. Produce evidence of the execution of the assessment plan and the results of the testing and evaluation;
 d. Implement a verifiable flaw remediation process; and
 e. Correct flaws identified during testing and evaluation."
SYSTEM AND SERVICES ACQUISITION,SA-11 (1),Developer Testing and Evaluation | Static Code Analysis,"Require the developer of the system, system component, or system service to employ static code analysis tools to identify common flaws and document the results of the analysis."
SYSTEM AND SERVICES ACQUISITION,SA-11 (2),Developer Testing and Evaluation | Threat Modeling and Vulnerability Analyses,"Require the developer of the system, system component, or system service to perform threat modeling and vulnerability analyses during development and the subsequent testing and evaluation of the system, component, or service that: 
 (a) Uses the following contextual information: [Assignment: organization-defined information concerning impact, environment of operations, known or assumed threats, and acceptable risk levels];
 (b) Employs the following tools and methods: [Assignment: organization-defined tools and methods];
 (c) Conducts the modeling and analyses at the following level of rigor: [Assignment: organization-defined breadth and depth of modeling and analyses]; and
 (d) Produces evidence that meets the following acceptance criteria: [Assignment: organization-defined acceptance criteria]."
SYSTEM AND SERVICES ACQUISITION,SA-15,"Development Process, Standards, and Tools","a. Require the developer of the system, system component, or system service to follow a documented development process that:
 1. Explicitly addresses security and privacy requirements;
 2. Identifies the standards and tools used in the development process;
 3. Documents the specific tool options and tool configurations used in the development process; and
 4. Documents, manages, and ensures the integrity of changes to the process and/or tools used in development; and
 b. Review the development process, standards, tools, tool options, and tool configurations [Assignment: organization-defined frequency] to determine if the process, standards, tools, tool options and tool configurations selected and employed can satisfy the following security and privacy requirements: [Assignment: organization-defined security and privacy requirements]."
SYSTEM AND SERVICES ACQUISITION,SA-15 (3),"Development Process, Standards, and Tools | Criticality Analysis","Require the developer of the system, system component, or system service to perform a criticality analysis:
 (a) At the following decision points in the system development life cycle: [Assignment: organization-defined decision points in the system development life cycle]; and
 (b) At the following level of rigor: [Assignment: organization-defined breadth and depth of criticality analysis]."
SYSTEM AND SERVICES ACQUISITION,SA-22,Unsupported System Components,"a. Replace system components when support for the components is no longer available from the developer, vendor, or manufacturer; or
 b. Provide the following options for alternative sources for continued support for unsupported components [Selection (one or more): in-house support; [Assignment: organization-defined support from external providers]]."
SYSTEM AND COMMUNICATIONS PROTECTION,SC-1,Policy and Procedures,"a. Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:
 1. [Selection (one or more): Organization-level; Mission/business process-level; System-level] system and communications protection policy that:
 (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and
 (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and
 2. Procedures to facilitate the implementation of the system and communications protection policy and the associated system and communications protection controls;
 b. Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the system and communications protection policy and procedures; and
 c. Review and update the current system and communications protection:
 1. Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and
 2. Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]."
SYSTEM AND COMMUNICATIONS PROTECTION,SC-2,Separation of System and User Functionality,"Separate user functionality, including user interface services, from system management functionality."
SYSTEM AND COMMUNICATIONS PROTECTION,SC-4,Information in Shared System Resources,Prevent unauthorized and unintended information transfer via shared system resources.
SYSTEM AND COMMUNICATIONS PROTECTION,SC-5,Denial-of-service Protection,"a. [Selection: Protect against; Limit] the effects of the following types of denial-of-service events: [Assignment: organization-defined types of denial-of-service events]; and
 b. Employ the following controls to achieve the denial-of-service objective: [Assignment: organization-defined controls by type of denial-of-service event]."
SYSTEM AND COMMUNICATIONS PROTECTION,SC-7,Boundary Protection,"a. Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces within the system;
 b. Implement subnetworks for publicly accessible system components that are [Selection: physically; logically] separated from internal organizational networks; and
 c. Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security and privacy architecture."
SYSTEM AND COMMUNICATIONS PROTECTION,SC-7 (3),Boundary Protection | Access Points,Limit the number of external network connections to the system.
SYSTEM AND COMMUNICATIONS PROTECTION,SC-7 (4),Boundary Protection | External Telecommunications Services," (a) Implement a managed interface for each external telecommunication service;
 (b) Establish a traffic flow policy for each managed interface;
 (c) Protect the confidentiality and integrity of the information being transmitted across each interface;
 (d) Document each exception to the traffic flow policy with a supporting mission or business need and duration of that need;
 (e) Review exceptions to the traffic flow policy [Assignment: organization-defined frequency] and remove exceptions that are no longer supported by an explicit mission or business need;
 (f) Prevent unauthorized exchange of control plane traffic with external networks;
 (g) Publish information to enable remote networks to detect unauthorized control plane traffic from internal networks; and
 (h) Filter unauthorized control plane traffic from external networks."
SYSTEM AND COMMUNICATIONS PROTECTION,SC-7 (5),Boundary Protection | Deny by Default — Allow by Exception,Deny network communications traffic by default and allow network communications traffic by exception [Selection (one or more): at managed interfaces; for [Assignment: organization-defined systems]].
SYSTEM AND COMMUNICATIONS PROTECTION,SC-7 (7),Boundary Protection | Split Tunneling for Remote Devices,Prevent split tunneling for remote devices connecting to organizational systems unless the split tunnel is securely provisioned using [Assignment: organization-defined safeguards].
SYSTEM AND COMMUNICATIONS PROTECTION,SC-7 (8),Boundary Protection | Route Traffic to Authenticated Proxy Servers,Route [Assignment: organization-defined internal communications traffic] to [Assignment: organization-defined external networks] through authenticated proxy servers at managed interfaces.
SYSTEM AND COMMUNICATIONS PROTECTION,SC-7 (12),Boundary Protection | Host-based Protection,Implement [Assignment: organization-defined host-based boundary protection mechanisms] at [Assignment: organization-defined system components].
